minute,slippage_per_share,x_t_allocated
2025-04-03 17:32:00+00:00,0.05499999999999616,1
2025-04-03 17:33:00+00:00,0.05499999999999616,1
2025-04-03 17:34:00+00:00,0.0449999999999946,1
2025-04-03 17:35:00+00:00,0.0449999999999946,1
2025-04-03 17:36:00+00:00,0.0449999999999946,1
2025-04-03 17:37:00+00:00,0.0449999999999946,1
2025-04-03 17:38:00+00:00,0.05000000000000426,1
2025-04-03 17:39:00+00:00,0.02500000000000213,2
2025-04-03 17:40:00+00:00,0.035000000000003695,2
2025-04-03 17:41:00+00:00,0.04500000000000526,1
2025-04-03 17:42:00+00:00,0.05000000000000071,1
2025-04-03 17:43:00+00:00,0.045000000000001705,1
2025-04-03 17:44:00+00:00,0.045000000000001705,1
2025-04-03 17:45:00+00:00,0.045000000000001705,1
2025-04-03 17:46:00+00:00,0.0400000000000027,1
2025-04-03 17:47:00+00:00,0.03500000000000014,2
2025-04-03 17:48:00+00:00,0.04500000000000526,1
2025-04-03 17:49:00+00:00,0.029999999999997584,2
2025-04-03 17:50:00+00:00,0.03599999999999781,2
2025-04-03 17:51:00+00:00,0.029999999999997584,2
2025-04-03 17:52:00+00:00,0.035000000000003695,2
2025-04-03 17:53:00+00:00,0.035000000000003695,2
2025-04-03 17:54:00+00:00,0.035000000000003695,2
2025-04-03 17:55:00+00:00,0.0400000000000027,1
2025-04-03 17:56:00+00:00,0.03500000000000014,2
2025-04-03 17:57:00+00:00,0.035000000000003695,2
2025-04-03 17:58:00+00:00,0.035000000000003695,2
2025-04-03 17:59:00+00:00,0.045000000000001705,1
2025-04-03 18:00:00+00:00,0.045000000000001705,1
2025-04-03 18:01:00+00:00,0.045000000000001705,1
2025-04-03 18:02:00+00:00,0.045000000000001705,1
2025-04-03 18:03:00+00:00,0.039999999999995595,1
2025-04-03 18:04:00+00:00,0.045000000000001705,1
2025-04-03 18:05:00+00:00,0.045000000000001705,1
2025-04-03 18:06:00+00:00,0.04000000000000625,1
2025-04-03 18:07:00+00:00,0.04000000000000625,1
2025-04-03 18:08:00+00:00,0.04000000000000625,1
2025-04-03 18:09:00+00:00,0.04000000000000625,1
2025-04-03 18:10:00+00:00,0.045000000000001705,1
2025-04-03 18:11:00+00:00,0.05000000000000426,1
2025-04-03 18:12:00+00:00,0.05000000000000071,1
2025-04-03 18:13:00+00:00,0.03499999999999659,2
2025-04-03 18:14:00+00:00,0.03500000000000014,2
2025-04-03 18:15:00+00:00,0.02500000000000213,2
2025-04-03 18:16:00+00:00,0.0400000000000027,1
2025-04-03 18:17:00+00:00,0.03999999999999915,1
2025-04-03 18:18:00+00:00,0.03999999999999915,1
2025-04-03 18:19:00+00:00,0.03999999999999915,1
2025-04-03 18:20:00+00:00,0.03999999999999915,1
2025-04-03 18:21:00+00:00,0.03999999999999915,1
2025-04-03 18:22:00+00:00,0.030000000000001137,2
2025-04-03 18:23:00+00:00,0.02999999999999403,2
2025-04-03 18:24:00+00:00,0.03499999999999659,2
2025-04-03 18:25:00+00:00,0.03500000000000014,2
2025-04-03 18:26:00+00:00,0.02500000000000213,2
2025-04-03 18:27:00+00:00,0.02500000000000213,2
2025-04-03 18:28:00+00:00,0.02500000000000213,2
2025-04-03 18:29:00+00:00,0.02500000000000213,2
2025-04-03 18:30:00+00:00,0.024999999999995026,2
2025-04-03 18:31:00+00:00,0.0400000000000027,1
2025-04-03 18:32:00+00:00,0.04499999999999815,1
2025-04-03 18:33:00+00:00,0.0400000000000027,1
2025-04-03 18:34:00+00:00,0.04399999999999693,1
2025-04-03 18:35:00+00:00,0.0449999999999946,1
